3.105000000000000000e+03,1.118000000000000000e+03,4.543000000000000000e+03,5.467000000000000000e+03,3.469000000000000000e+03,3.309000000000000000e+03,3.936000000000000000e+03,4.745000000000000000e+03,4.081000000000000000e+03,1.658000000000000000e+03,2.853000000000000000e+03,5.510000000000000000e+02,4.746000000000000000e+03,1.534000000000000000e+03,5.311000000000000000e+03,4.326000000000000000e+03,7.155000000000000000e+03,1.178000000000000000e+03,3.427000000000000000e+03,6.870000000000000000e+03,9.177000000000000000e+03,4.836000000000000000e+03,3.085000000000000000e+03,5.815000000000000000e+03,1.872000000000000000e+03,3.265000000000000000e+03,2.877000000000000000e+03,7.940000000000000000e+02,1.312000000000000000e+03,4.850000000000000000e+02,4.080000000000000000e+02,1.047000000000000000e+03,3.350000000000000000e+02,1.126000000000000000e+03,8.800000000000000000e+02,4.730000000000000000e+02,1.860000000000000000e+02,6.800000000000000000e+02
3.016000000000000000e+03,3.424000000000000000e+03,7.724000000000000000e+03,3.821000000000000000e+03,5.216000000000000000e+03,4.194000000000000000e+03,5.528000000000000000e+03,2.073000000000000000e+03,7.782000000000000000e+03,5.204000000000000000e+03,6.541000000000000000e+03,8.460000000000000000e+02,7.743000000000000000e+03,1.756000000000000000e+03,7.288000000000000000e+03,6.084000000000000000e+03,2.455000000000000000e+03,1.273000000000000000e+03,6.482000000000000000e+03,7.629000000000000000e+03,5.746000000000000000e+03,6.990000000000000000e+02,2.443000000000000000e+03,3.840000000000000000e+03,3.878000000000000000e+03,3.262000000000000000e+03,1.810000000000000000e+03,1.203000000000000000e+03,1.561000000000000000e+03,1.628000000000000000e+03,1.784000000000000000e+03,1.214000000000000000e+03,1.583000000000000000e+03,7.820000000000000000e+02,4.900000000000000000e+02,1.648000000000000000e+03,5.280000000000000000e+02,9.900000000000000000e+01
9.326000000000000000e+03,8.950000000000000000e+02,6.280000000000000000e+02,5.314000000000000000e+03,5.354000000000000000e+03,2.820000000000000000e+02,5.146000000000000000e+03,4.048000000000000000e+03,4.230000000000000000e+02,5.850000000000000000e+02,1.470000000000000000e+02,2.504000000000000000e+03,5.075000000000000000e+03,1.550000000000000000e+02,5.767000000000000000e+03,3.649000000000000000e+03,2.180000000000000000e+02,3.339000000000000000e+03,2.696000000000000000e+03,8.148000000000000000e+03,2.805000000000000000e+03,5.397000000000000000e+03,8.700000000000000000e+02,5.955000000000000000e+03,5.070000000000000000e+03,8.219000000000000000e+03,4.184000000000000000e+03,-2.000000000000000000e+00,4.120000000000000000e+02,3.430000000000000000e+02,2.720000000000000000e+02,3.060000000000000000e+02,1.900000000000000000e+01,7.110000000000000000e+02,6.540000000000000000e+02,-1.400000000000000000e+01,2.180000000000000000e+02,2.510000000000000000e+02
4.778000000000000000e+03,2.700000000000000000e+03,4.926000000000000000e+03,5.403000000000000000e+03,3.440000000000000000e+03,3.179000000000000000e+03,3.978000000000000000e+03,3.293000000000000000e+03,7.324000000000000000e+03,2.676000000000000000e+03,6.134000000000000000e+03,2.056000000000000000e+03,1.066900000000000000e+04,1.912000000000000000e+03,9.211000000000000000e+03,3.345000000000000000e+03,2.360000000000000000e+03,1.316000000000000000e+03,2.492000000000000000e+03,6.464000000000000000e+03,5.240000000000000000e+02,3.253000000000000000e+03,3.796000000000000000e+03,4.093000000000000000e+03,1.689000000000000000e+03,5.204000000000000000e+03,2.581000000000000000e+03,1.283000000000000000e+03,1.525000000000000000e+03,8.110000000000000000e+02,1.032000000000000000e+03,1.024000000000000000e+03,1.827000000000000000e+03,4.980000000000000000e+02,1.650000000000000000e+02,1.309000000000000000e+03,8.520000000000000000e+02,1.484000000000000000e+03
6.010000000000000000e+02,4.350000000000000000e+02,5.470000000000000000e+02,4.720000000000000000e+02,6.610000000000000000e+02,3.370000000000000000e+02,3.090000000000000000e+02,2.630000000000000000e+02,9.780000000000000000e+02,7.520000000000000000e+02,8.970000000000000000e+02,3.340000000000000000e+02,6.680000000000000000e+02,2.650000000000000000e+02,8.980000000000000000e+02,6.660000000000000000e+02,3.740000000000000000e+02,5.160000000000000000e+02,4.730000000000000000e+02,1.487000000000000000e+03,6.880000000000000000e+02,1.430000000000000000e+02,3.760000000000000000e+02,5.310000000000000000e+02,4.810000000000000000e+02,6.470000000000000000e+02,1.450000000000000000e+02,3.000000000000000000e+02,2.370000000000000000e+02,1.000000000000000000e+02,1.920000000000000000e+02,3.390000000000000000e+02,5.900000000000000000e+01,1.530000000000000000e+02,1.900000000000000000e+01,8.800000000000000000e+01,1.390000000000000000e+02,7.500000000000000000e+01
1.372000000000000000e+03,1.184000000000000000e+03,2.221000000000000000e+03,1.051000000000000000e+03,1.370000000000000000e+03,1.306000000000000000e+03,1.339000000000000000e+03,6.550000000000000000e+02,3.593000000000000000e+03,1.058000000000000000e+03,9.530000000000000000e+02,2.090000000000000000e+02,1.624000000000000000e+03,2.050000000000000000e+03,1.995000000000000000e+03,1.625000000000000000e+03,3.139000000000000000e+03,8.820000000000000000e+02,1.459000000000000000e+03,4.253000000000000000e+03,7.680000000000000000e+02,1.760000000000000000e+02,8.620000000000000000e+02,1.409000000000000000e+03,4.890000000000000000e+02,7.160000000000000000e+02,5.000000000000000000e+02,5.960000000000000000e+02,3.090000000000000000e+02,3.130000000000000000e+02,2.750000000000000000e+02,3.110000000000000000e+02,1.900000000000000000e+01,2.790000000000000000e+02,3.360000000000000000e+02,1.940000000000000000e+02,1.300000000000000000e+02,5.100000000000000000e+01
1.595000000000000000e+03,8.220000000000000000e+02,1.452000000000000000e+03,6.540000000000000000e+02,1.011000000000000000e+03,1.584000000000000000e+03,5.780000000000000000e+02,1.024000000000000000e+03,1.297000000000000000e+03,9.710000000000000000e+02,1.913000000000000000e+03,3.290000000000000000e+02,1.593000000000000000e+03,1.011000000000000000e+03,1.763000000000000000e+03,2.065000000000000000e+03,1.778000000000000000e+03,7.640000000000000000e+02,1.448000000000000000e+03,2.191000000000000000e+03,7.680000000000000000e+02,1.323000000000000000e+03,1.992000000000000000e+03,1.210000000000000000e+03,7.380000000000000000e+02,2.143000000000000000e+03,1.245000000000000000e+03,8.930000000000000000e+02,6.240000000000000000e+02,3.880000000000000000e+02,4.320000000000000000e+02,7.060000000000000000e+02,7.360000000000000000e+02,3.020000000000000000e+02,2.010000000000000000e+02,6.670000000000000000e+02,6.970000000000000000e+02,7.210000000000000000e+02
2.680000000000000000e+02,3.460000000000000000e+02,8.040000000000000000e+02,4.520000000000000000e+02,4.760000000000000000e+02,2.560000000000000000e+02,2.080000000000000000e+02,3.100000000000000000e+02,6.400000000000000000e+02,1.520000000000000000e+02,4.410000000000000000e+02,9.000000000000000000e+01,5.450000000000000000e+02,5.700000000000000000e+02,5.710000000000000000e+02,2.350000000000000000e+02,3.520000000000000000e+02,-6.500000000000000000e+01,8.400000000000000000e+01,8.670000000000000000e+02,3.230000000000000000e+02,2.410000000000000000e+02,4.930000000000000000e+02,5.020000000000000000e+02,3.010000000000000000e+02,1.010000000000000000e+02,2.000000000000000000e+01,1.070000000000000000e+02,1.500000000000000000e+02,-1.000000000000000000e+00,3.100000000000000000e+01,2.100000000000000000e+02,-9.400000000000000000e+01,5.600000000000000000e+01,1.680000000000000000e+02,-7.300000000000000000e+01,-5.300000000000000000e+01,6.200000000000000000e+01
1.320000000000000000e+03,8.980000000000000000e+02,5.970000000000000000e+02,1.644000000000000000e+03,1.322000000000000000e+03,7.870000000000000000e+02,9.460000000000000000e+02,1.917000000000000000e+03,1.440000000000000000e+03,4.420000000000000000e+02,6.170000000000000000e+02,4.740000000000000000e+02,1.969000000000000000e+03,6.860000000000000000e+02,2.572000000000000000e+03,1.439000000000000000e+03,9.890000000000000000e+02,1.186000000000000000e+03,1.224000000000000000e+03,4.555000000000000000e+03,2.707000000000000000e+03,2.740000000000000000e+02,5.900000000000000000e+02,1.823000000000000000e+03,5.530000000000000000e+02,1.909000000000000000e+03,1.076000000000000000e+03,3.530000000000000000e+02,2.790000000000000000e+02,2.500000000000000000e+02,3.810000000000000000e+02,6.710000000000000000e+02,2.000000000000000000e+02,2.990000000000000000e+02,3.890000000000000000e+02,1.260000000000000000e+02,1.900000000000000000e+02,2.750000000000000000e+02
5.710000000000000000e+02,2.893000000000000000e+03,2.723000000000000000e+03,7.310000000000000000e+02,6.490000000000000000e+02,1.858000000000000000e+03,2.800000000000000000e+02,1.716000000000000000e+03,2.388000000000000000e+03,9.130000000000000000e+02,2.147000000000000000e+03,1.400000000000000000e+02,5.560000000000000000e+02,1.483000000000000000e+03,1.505000000000000000e+03,9.040000000000000000e+02,6.430000000000000000e+02,6.690000000000000000e+02,1.137000000000000000e+03,3.810000000000000000e+03,1.631000000000000000e+03,8.570000000000000000e+02,8.130000000000000000e+02,8.990000000000000000e+02,2.230000000000000000e+02,7.590000000000000000e+02,8.990000000000000000e+02,4.490000000000000000e+02,6.500000000000000000e+01,1.720000000000000000e+02,2.390000000000000000e+02,6.830000000000000000e+02,1.530000000000000000e+02,1.200000000000000000e+01,2.180000000000000000e+02,8.000000000000000000e+00,-8.000000000000000000e+01,2.010000000000000000e+02
